borrowId	studentId	bookId	takenDate	broughtDate
1612	235	145	22/01/16 14:02	02/02/16 12:45
1613	443	65	22/01/16 16:29	10/02/16 18:19
1614	166	80	22/01/16 17:06	11/02/16 16:48
1615	331	35	22/01/16 17:13	09/02/16 11:06
1616	190	17	22/01/16 18:03	10/02/16 08:48
1617	394	31	22/01/16 18:16	23/01/16 11:05
1618	301	133	22/01/16 19:21	02/02/16 10:46
1619	57	83	22/01/16 19:42	06/02/16 13:27
1620	72	119	22/01/16 22:12	25/01/16 09:14
1621	322	29	23/01/16 08:41	23/01/16 18:14
1622	58	38	23/01/16 10:12	06/02/16 11:39
1623	432	92	23/01/16 10:30	03/02/16 19:31
1624	454	53	23/01/16 12:16	08/02/16 12:13
1625	417	56	23/01/16 14:01	26/01/16 15:35
1626	412	58	23/01/16 16:30	04/02/16 12:06
1627	81	11	23/01/16 17:15	30/01/16 12:43
1628	359	151	23/01/16 18:24	05/02/16 14:41
1629	242	97	23/01/16 19:38	08/02/16 08:25
1630	208	46	23/01/16 19:54	30/01/16 08:28
1631	364	91	23/01/16 20:35	31/01/16 14:06
1632	202	132	24/01/16 06:07	10/02/16 03:07
1633	28	153	25/01/16 08:21	09/02/16 13:51
1634	230	152	25/01/16 08:49	10/02/16 08:22
1635	237	68	25/01/16 09:07	26/01/16 13:06
1636	336	99	25/01/16 09:10	30/01/16 15:32
1638	176	31	25/01/16 10:04	29/01/16 10:58
1639	272	14	25/01/16 10:47	01/02/16 16:29
1640	320	137	25/01/16 11:20	01/02/16 14:50
1641	138	36	25/01/16 11:25	04/02/16 14:34
1642	4	138	25/01/16 13:25	12/02/16 12:07
1643	53	33	25/01/16 13:25	01/02/16 09:21
1644	441	105	25/01/16 13:43	25/01/16 15:03
1645	375	21	25/01/16 13:50	11/02/16 08:53
1646	42	88	25/01/16 14:03	26/01/16 23:07
1647	43	124	25/01/16 14:24	04/02/16 16:42
1648	226	134	25/01/16 15:36	08/02/16 10:45
1649	218	129	25/01/16 16:07	27/01/16 11:43
1650	496	59	25/01/16 16:46	10/02/16 19:47
1651	61	146	25/01/16 17:19	28/01/16 17:13
1652	329	75	25/01/16 17:56	02/02/16 15:08
1653	336	147	25/01/16 18:33	27/01/16 11:36
1654	172	119	26/01/16 08:30	15/02/16 08:02
1655	54	41	26/01/16 08:32	13/02/16 13:28
1656	156	81	26/01/16 10:30	06/02/16 08:05
1657	275	110	26/01/16 12:08	08/02/16 11:16
1658	293	138	26/01/16 12:13	11/02/16 11:04
1659	310	120	26/01/16 12:59	30/01/16 10:39
1660	277	73	26/01/16 14:17	05/02/16 10:14
1661	182	116	26/01/16 14:20	11/02/16 08:14
1662	292	8	26/01/16 14:39	03/02/16 08:10
1663	412	137	26/01/16 14:51	08/02/16 18:21
1664	499	117	26/01/16 16:25	04/02/16 12:19
1665	437	60	26/01/16 16:42	05/02/16 12:10
1666	354	105	26/01/16 16:56	28/01/16 08:35
1667	311	2	26/01/16 17:29	13/02/16 09:49
1668	283	43	26/01/16 17:56	13/02/16 15:43
1670	243	149	26/01/16 18:39	13/02/16 16:52
1671	489	7	26/01/16 18:42	10/02/16 11:52
1672	451	126	26/01/16 18:59	03/02/16 17:46
1673	220	86	26/01/16 19:10	29/01/16 12:12
1674	501	16	26/01/16 19:11	08/02/16 11:29
1675	246	69	27/01/16 08:07	29/01/16 13:32
1676	78	5	27/01/16 08:16	30/01/16 12:13
1677	348	21	27/01/16 08:19	02/02/16 15:33
1678	17	95	27/01/16 09:21	09/02/16 15:29
1679	495	46	27/01/16 10:14	28/01/16 09:27
1680	195	23	27/01/16 10:20	13/02/16 13:26
1681	494	81	27/01/16 10:38	09/02/16 08:29
1682	45	9	27/01/16 12:06	02/02/16 15:06
1683	20	13	27/01/16 13:47	10/02/16 11:31
1684	158	135	27/01/16 13:49	29/01/16 18:52
1685	288	105	27/01/16 14:58	29/01/16 13:09
1686	57	139	27/01/16 15:02	05/02/16 17:13
1687	174	128	27/01/16 16:08	29/01/16 17:06
1688	405	105	27/01/16 17:54	09/02/16 15:12
1689	166	130	27/01/16 20:05	06/02/16 04:04
1690	64	59	28/01/16 04:14	04/02/16 11:35
1691	343	162	28/01/16 08:15	13/02/16 17:38
1692	170	110	28/01/16 08:21	12/02/16 17:56
1693	375	123	28/01/16 10:36	28/01/16 19:22
1694	228	70	28/01/16 11:16	02/02/16 12:15
1695	478	103	28/01/16 12:53	16/02/16 15:35
1696	357	135	28/01/16 13:00	10/02/16 13:52
1697	382	117	28/01/16 15:34	06/02/16 13:41
1698	230	107	28/01/16 15:49	28/01/16 17:52
1699	352	122	28/01/16 17:07	16/02/16 13:49
1700	257	5	28/01/16 19:05	12/02/16 12:11
1701	263	58	28/01/16 19:15	17/02/16 16:29
1702	262	28	29/01/16 08:33	11/02/16 17:08
1703	417	144	29/01/16 08:59	16/02/16 10:10
1704	470	122	29/01/16 09:51	12/02/16 11:27
1705	146	107	29/01/16 10:41	06/02/16 19:13
1706	178	135	29/01/16 10:44	11/02/16 17:58
1707	144	153	29/01/16 11:00	13/02/16 19:36
1708	202	158	29/01/16 11:27	15/02/16 09:39
1709	242	99	29/01/16 11:40	04/02/16 07:49
1710	83	10	29/01/16 13:21	05/02/16 15:15
1711	475	132	29/01/16 14:38	30/01/16 16:59
1712	384	12	29/01/16 15:03	06/02/16 16:56
1713	249	154	29/01/16 15:38	10/02/16 11:41
1714	163	127	29/01/16 15:40	15/02/16 16:59
1715	24	18	29/01/16 15:54	02/02/16 08:59
1716	366	36	29/01/16 17:46	03/02/16 11:24
1717	7	112	29/01/16 19:17	05/02/16 18:03
1718	235	157	29/01/16 19:45	03/02/16 16:47
1719	398	85	29/01/16 19:51	10/02/16 15:22
1720	488	47	30/01/16 10:05	17/02/16 18:22
1721	197	110	30/01/16 11:08	15/02/16 08:47
1722	305	56	30/01/16 12:26	18/02/16 16:46
1723	185	35	30/01/16 12:47	03/02/16 17:24
1724	395	138	30/01/16 13:32	13/02/16 18:34
1725	61	22	30/01/16 14:16	05/02/16 09:12
1726	6	4	30/01/16 15:25	04/02/16 09:19
1727	181	142	30/01/16 15:28	05/02/16 17:31
1728	12	106	30/01/16 15:55	11/02/16 13:16
1729	383	151	30/01/16 16:14	05/02/16 19:21
1730	39	2	30/01/16 17:01	13/02/16 11:13
1731	496	142	30/01/16 17:11	08/02/16 17:26
1732	313	29	30/01/16 17:37	12/02/16 16:54
1733	10	129	30/01/16 18:17	02/02/16 18:02
1734	438	73	30/01/16 18:33	04/02/16 14:35
1735	382	50	30/01/16 18:35	03/02/16 08:40
1736	346	160	31/01/16 02:43	20/02/16 01:45
1737	442	59	31/01/16 03:23	11/02/16 16:44
1738	448	30	01/02/16 08:17	18/02/16 22:50
1739	501	78	01/02/16 08:42	19/02/16 11:31
1740	149	22	01/02/16 08:46	04/02/16 13:00
1741	312	30	01/02/16 08:59	17/02/16 10:01
1742	383	74	01/02/16 09:43	03/02/16 10:38
1743	135	39	01/02/16 09:45	06/02/16 08:54
1744	304	49	01/02/16 10:14	19/02/16 17:02
1745	447	166	01/02/16 10:25	17/02/16 12:41
1746	462	33	01/02/16 10:41	20/02/16 13:59
1747	272	150	01/02/16 10:53	13/02/16 10:39
1748	169	46	01/02/16 11:49	04/02/16 17:20
1749	328	65	01/02/16 12:28	03/02/16 08:23
1750	173	142	01/02/16 12:41	11/02/16 10:17
1751	420	136	01/02/16 14:37	11/02/16 16:43
1752	104	5	01/02/16 15:10	15/02/16 09:57
1753	439	101	01/02/16 15:56	06/02/16 17:22
1754	480	151	01/02/16 16:44	04/02/16 08:16
1755	398	36	01/02/16 19:32	02/02/16 13:47
1756	55	86	01/02/16 23:58	14/02/16 05:13
1757	427	144	02/02/16 08:22	19/02/16 19:39
1758	265	167	02/02/16 08:49	08/02/16 16:04
1759	330	109	02/02/16 09:41	15/02/16 11:16
1760	130	89	02/02/16 09:57	15/02/16 15:15
1761	289	18	02/02/16 10:26	04/02/16 18:09
1762	368	85	02/02/16 10:36	11/02/16 14:46
1763	153	5	02/02/16 10:37	02/02/16 13:12
1764	281	112	02/02/16 10:37	16/02/16 09:18
1765	47	26	02/02/16 11:02	12/02/16 11:36
1766	51	66	02/02/16 11:04	13/02/16 08:14
1767	435	70	02/02/16 11:07	15/02/16 15:43
1768	281	1	02/02/16 11:13	18/02/16 11:25
1769	114	33	02/02/16 11:35	11/02/16 08:46
1770	375	118	02/02/16 11:40	12/02/16 10:59
1771	486	14	02/02/16 12:23	20/02/16 15:04
1772	242	133	02/02/16 12:30	04/02/16 15:50
1773	412	77	02/02/16 13:43	12/02/16 08:59
1774	29	64	02/02/16 13:49	13/02/16 17:14
1775	366	63	02/02/16 14:14	11/02/16 13:21
1776	169	142	02/02/16 14:37	16/02/16 18:22
1777	318	136	02/02/16 17:01	11/02/16 14:57
1778	188	45	02/02/16 19:05	22/02/16 16:08
1779	174	45	02/02/16 19:06	16/02/16 13:09
1780	91	74	02/02/16 19:17	04/02/16 09:26
1781	438	40	03/02/16 08:17	22/02/16 11:26
1782	365	114	03/02/16 08:26	06/02/16 12:24
1783	26	78	03/02/16 09:29	09/02/16 15:37
1784	393	158	03/02/16 11:18	05/02/16 08:12
1785	332	164	03/02/16 13:54	12/02/16 11:07
1786	308	44	03/02/16 13:56	03/02/16 19:30
1787	469	108	03/02/16 15:00	22/02/16 15:50
1788	162	103	03/02/16 16:42	22/02/16 13:02
1789	299	16	03/02/16 17:02	04/02/16 13:12
1790	127	158	03/02/16 17:17	15/02/16 10:32
1791	336	9	03/02/16 19:43	19/02/16 11:50
1792	85	151	04/02/16 03:15	17/02/16 21:44
1793	210	73	04/02/16 09:39	15/02/16 16:39
1794	241	111	04/02/16 09:44	12/02/16 11:30
1795	481	93	04/02/16 10:15	09/02/16 14:56
1796	379	80	04/02/16 11:12	10/02/16 08:07
1797	372	104	04/02/16 11:31	06/02/16 09:21
1798	143	86	04/02/16 12:21	15/02/16 11:09
1799	465	165	04/02/16 12:37	05/02/16 11:03
1800	129	131	04/02/16 13:03	19/02/16 13:51
1801	438	73	04/02/16 13:35	05/02/16 19:39
1802	90	73	04/02/16 14:16	18/02/16 19:13
1803	361	84	04/02/16 15:11	15/02/16 18:59
1804	158	103	04/02/16 16:11	11/02/16 09:57
1805	131	131	04/02/16 17:26	11/02/16 08:38
1806	418	165	04/02/16 17:40	24/02/16 15:30
1807	428	154	04/02/16 18:27	08/02/16 15:18
1808	227	92	04/02/16 19:29	05/02/16 18:17
1809	240	25	05/02/16 07:12	23/02/16 23:58
1810	161	158	05/02/16 08:43	20/02/16 14:30
1811	374	76	05/02/16 09:22	16/02/16 15:29
1812	442	104	05/02/16 09:35	17/02/16 12:17
1813	470	158	05/02/16 09:59	16/02/16 08:02
1814	77	130	05/02/16 10:22	08/02/16 13:11
1815	347	98	05/02/16 10:59	08/02/16 11:24
1816	219	22	05/02/16 11:17	12/02/16 08:20
1817	269	31	05/02/16 12:15	13/02/16 13:58
1818	306	101	05/02/16 13:59	15/02/16 19:48
1819	188	161	05/02/16 14:16	16/02/16 17:47
1820	489	22	05/02/16 15:15	18/02/16 14:46
1821	152	163	05/02/16 15:27	12/02/16 08:11
1822	355	160	05/02/16 15:51	12/02/16 13:38
1823	230	128	05/02/16 15:53	11/02/16 13:28
1824	287	166	05/02/16 16:03	06/02/16 08:21
1825	39	81	05/02/16 16:20	09/02/16 16:46
1826	282	87	05/02/16 17:12	18/02/16 12:56
1827	455	43	05/02/16 19:16	22/02/16 19:59
1828	401	51	05/02/16 19:21	21/02/16 23:02
1829	328	13	05/02/16 19:43	12/02/16 10:25
1830	492	86	06/02/16 08:38	15/02/16 09:33
1831	283	112	06/02/16 12:53	16/02/16 10:20
1832	1	139	06/02/16 13:00	06/02/16 15:52
1833	337	105	06/02/16 13:05	26/02/16 08:04
1834	487	164	06/02/16 13:53	25/02/16 16:37
1835	172	44	06/02/16 14:32	11/02/16 14:52
1836	192	111	06/02/16 15:22	19/02/16 15:34
1838	336	12	06/02/16 16:54	18/02/16 17:51
1839	397	161	08/02/16 09:06	09/02/16 16:49
1840	457	124	08/02/16 09:25	20/02/16 10:41
1841	149	99	08/02/16 11:11	23/02/16 16:32
1842	397	136	08/02/16 11:13	15/02/16 17:48
1843	359	147	08/02/16 11:48	13/02/16 12:49
1844	222	88	08/02/16 11:57	13/02/16 13:44
1845	160	49	08/02/16 12:18	17/02/16 14:08
1846	123	166	08/02/16 12:46	12/02/16 16:13
1847	358	40	08/02/16 13:19	19/02/16 12:27
1848	421	6	08/02/16 14:13	26/02/16 08:41
1849	384	102	08/02/16 15:35	17/02/16 11:09
1850	380	123	08/02/16 15:50	17/02/16 15:16
1851	187	142	08/02/16 16:41	25/02/16 16:42
1852	406	24	08/02/16 16:44	27/02/16 13:41
1853	153	51	08/02/16 17:06	26/02/16 09:35
1854	146	119	08/02/16 17:51	27/02/16 10:12
1855	320	83	08/02/16 19:18	23/02/16 10:32
1856	219	107	08/02/16 19:28	27/02/16 17:12
1857	365	31	09/02/16 03:41	15/02/16 12:59
1858	219	87	09/02/16 08:20	11/02/16 10:04
1859	502	65	09/02/16 08:43	09/02/16 16:22
1860	102	76	09/02/16 08:53	26/02/16 08:44
1861	280	52	09/02/16 09:05	11/02/16 13:09
1863	162	141	09/02/16 09:35	19/02/16 18:02
1864	389	146	09/02/16 09:55	15/02/16 19:18
1865	306	146	09/02/16 11:20	13/02/16 16:24
1866	320	12	09/02/16 12:02	15/02/16 12:13
1867	279	131	09/02/16 12:22	15/02/16 10:09
1868	121	166	09/02/16 13:03	25/02/16 10:09
1869	384	90	09/02/16 13:19	16/02/16 16:30
1870	355	165	09/02/16 15:25	21/02/16 01:08
1871	110	61	09/02/16 15:48	10/02/16 12:32
1872	40	131	09/02/16 16:22	29/02/16 09:59
1873	478	147	09/02/16 17:32	20/02/16 08:16
1874	205	23	09/02/16 17:52	24/02/16 16:59
1875	66	94	09/02/16 18:47	26/02/16 17:48
1876	212	67	09/02/16 18:53	13/02/16 19:36
1877	204	21	09/02/16 19:19	11/02/16 10:17
1878	66	122	09/02/16 19:37	24/02/16 17:27
1879	314	125	09/02/16 19:44	29/02/16 17:28
1880	22	79	10/02/16 04:09	25/02/16 18:31
1881	411	157	10/02/16 08:23	22/02/16 15:22
1882	499	93	10/02/16 08:52	20/02/16 09:11
1883	213	15	10/02/16 08:53	22/02/16 14:35
1884	9	86	10/02/16 09:24	18/02/16 19:13
1885	159	90	10/02/16 10:36	13/02/16 17:54
1886	323	15	10/02/16 11:42	11/02/16 15:19
1887	81	69	10/02/16 11:54	18/02/16 13:34
1888	221	8	10/02/16 12:08	23/02/16 13:07
1889	482	24	10/02/16 13:55	11/02/16 16:56
1890	455	91	10/02/16 13:58	20/02/16 11:46
1891	140	73	10/02/16 15:16	27/02/16 18:30
1892	199	46	10/02/16 16:28	01/03/16 09:58
1893	441	134	10/02/16 16:34	12/02/16 14:47
1895	335	62	10/02/16 18:10	29/02/16 10:34
1896	78	100	10/02/16 18:24	01/03/16 16:43
1897	94	122	10/02/16 18:53	26/02/16 15:48
1898	421	70	10/02/16 19:26	18/02/16 12:25
1899	358	88	10/02/16 22:44	25/02/16 16:12
1900	39	47	11/02/16 08:55	24/02/16 12:40
1901	6	123	11/02/16 09:56	27/02/16 15:23
1902	184	160	11/02/16 11:31	19/02/16 11:13
1903	463	99	11/02/16 12:11	01/03/16 14:17
1904	220	115	11/02/16 12:37	18/02/16 15:52
1905	16	152	11/02/16 14:51	01/03/16 16:41
1906	464	70	11/02/16 16:11	16/02/16 08:23
1907	84	57	11/02/16 17:13	16/02/16 17:02
1909	285	59	11/02/16 18:11	12/02/16 16:23
1910	284	119	11/02/16 19:29	26/02/16 08:01
1911	4	103	12/02/16 08:39	23/02/16 18:57
1912	131	110	12/02/16 09:15	20/02/16 09:25
1913	382	130	12/02/16 10:03	03/03/16 09:22
1914	71	3	12/02/16 10:37	20/02/16 16:19
1915	200	71	12/02/16 10:58	26/02/16 19:05
1916	441	166	12/02/16 11:04	01/03/16 11:34
1917	411	102	12/02/16 12:32	29/02/16 11:59
1918	191	109	12/02/16 13:05	25/02/16 12:48
1919	144	4	12/02/16 13:07	27/02/16 17:48
1920	217	138	12/02/16 13:12	22/02/16 17:03
1921	411	82	12/02/16 13:58	01/03/16 11:27
1922	496	150	12/02/16 15:02	16/02/16 18:46
1923	145	89	12/02/16 15:44	24/02/16 08:44
1924	114	62	12/02/16 16:08	19/02/16 15:43
1925	23	35	12/02/16 17:59	24/02/16 08:56
1926	373	74	12/02/16 18:59	25/02/16 14:21
1927	255	59	12/02/16 19:28	29/02/16 14:09
1928	466	95	13/02/16 08:37	22/02/16 14:42
1929	408	103	13/02/16 08:53	20/02/16 19:37
1930	269	103	13/02/16 09:57	01/03/16 18:08
1931	359	152	13/02/16 10:31	15/02/16 10:36
1932	482	59	13/02/16 11:02	01/03/16 15:06
1933	427	67	13/02/16 11:13	27/02/16 18:12
1934	15	135	13/02/16 11:48	26/02/16 23:27
1935	99	139	13/02/16 12:26	18/02/16 18:37
1936	114	62	13/02/16 13:03	01/03/16 03:20
1937	188	81	13/02/16 13:52	01/03/16 17:28
1938	342	160	13/02/16 15:27	17/02/16 19:14
1939	186	154	13/02/16 18:15	24/02/16 09:43
1940	454	65	13/02/16 18:31	22/02/16 15:35
1941	98	98	13/02/16 18:38	25/02/16 14:48
1942	35	1	13/02/16 19:07	17/02/16 11:01
1943	213	82	13/02/16 19:16	29/02/16 16:58
1944	192	58	13/02/16 19:26	23/02/16 11:43
1945	114	147	13/02/16 19:44	22/02/16 18:46
1946	157	138	14/02/16 01:34	17/02/16 10:37
1947	286	164	14/02/16 17:10	02/03/16 18:29
1948	411	154	14/02/16 19:28	05/03/16 04:52
1949	416	30	15/02/16 08:36	16/02/16 14:44
1950	363	57	15/02/16 09:26	03/03/16 10:08
1951	396	49	15/02/16 10:11	17/02/16 15:37
1952	276	18	15/02/16 10:57	04/03/16 14:54
1953	388	140	15/02/16 11:03	29/02/16 17:01
1954	168	10	15/02/16 11:07	23/02/16 08:51
1955	59	159	15/02/16 13:45	22/02/16 19:06
1956	140	55	15/02/16 14:17	18/02/16 09:55
1957	375	27	15/02/16 15:07	20/02/16 11:07
1958	215	70	15/02/16 15:11	25/02/16 08:40
1959	235	75	15/02/16 15:33	04/03/16 18:16
1960	231	71	15/02/16 15:42	19/02/16 10:18
1961	389	82	15/02/16 19:21	01/03/16 08:01
1962	35	1	16/02/16 07:08	17/02/16 11:14
1963	440	108	16/02/16 08:26	20/02/16 19:51
1964	147	48	16/02/16 08:29	27/02/16 15:32
1965	371	144	16/02/16 10:26	02/03/16 19:12
1966	130	164	16/02/16 11:10	24/02/16 11:57
1967	240	61	16/02/16 11:49	02/03/16 16:01
1968	157	16	16/02/16 13:37	23/02/16 15:50
1969	36	80	16/02/16 14:15	01/03/16 09:37
1970	335	56	16/02/16 15:22	03/03/16 19:51
1971	46	154	16/02/16 15:50	29/02/16 13:06
1972	258	72	16/02/16 16:50	07/03/16 11:48
1973	498	162	16/02/16 17:02	18/02/16 17:39
1974	281	21	16/02/16 17:04	19/02/16 14:12
1975	110	108	16/02/16 17:49	27/02/16 11:22
1976	191	17	16/02/16 18:12	24/02/16 19:29
1977	191	124	16/02/16 18:37	02/03/16 08:06
1978	433	102	17/02/16 08:23	19/02/16 08:28
1979	492	94	17/02/16 08:52	22/02/16 18:41
1980	476	106	17/02/16 09:16	27/02/16 11:42
1981	169	100	17/02/16 10:06	18/02/16 18:43
1982	63	48	17/02/16 10:34	04/03/16 17:04
1983	48	108	17/02/16 12:16	07/03/16 10:28
1984	194	152	17/02/16 12:27	04/03/16 09:53
1985	270	90	17/02/16 12:29	22/02/16 17:34
1986	320	139	17/02/16 13:51	18/02/16 11:55
1987	504	85	17/02/16 14:58	04/03/16 14:41
1988	481	40	17/02/16 15:55	04/03/16 12:29
1989	252	92	17/02/16 16:05	29/02/16 14:23
1990	438	2	17/02/16 17:22	18/02/16 16:19
1991	486	111	17/02/16 18:03	27/02/16 13:07
1992	389	48	17/02/16 19:49	20/02/16 11:11
1993	245	85	17/02/16 19:51	27/02/16 18:24
1994	24	97	18/02/16 07:09	21/02/16 04:55
1995	123	127	18/02/16 10:14	26/02/16 08:33
1996	318	12	18/02/16 11:38	20/02/16 10:47
1997	223	92	18/02/16 12:03	07/03/16 14:52
1998	201	14	18/02/16 12:26	01/03/16 19:17
1999	277	163	18/02/16 13:24	04/03/16 10:31
2000	340	125	18/02/16 13:41	07/03/16 12:48
2001	53	127	18/02/16 13:44	27/02/16 14:34
2002	145	7	18/02/16 15:10	24/02/16 15:23
2003	219	94	18/02/16 15:55	29/02/16 14:41
2004	81	20	18/02/16 15:57	29/02/16 18:33
2005	425	131	18/02/16 17:01	02/03/16 19:35
2006	309	21	18/02/16 17:05	09/03/16 15:49
2007	408	109	18/02/16 17:43	08/03/16 12:06
2008	486	142	18/02/16 17:57	25/02/16 09:10
2009	497	154	18/02/16 18:14	07/03/16 10:16
2010	79	29	18/02/16 18:22	02/03/16 13:33
2011	392	116	18/02/16 18:26	04/03/16 19:42
2012	186	164	18/02/16 19:02	27/02/16 18:19
2013	460	129	18/02/16 19:17	04/03/16 13:45
2014	200	110	18/02/16 19:37	27/02/16 13:08
2015	63	3	19/02/16 08:05	07/03/16 19:44
2016	109	12	19/02/16 10:36	04/03/16 19:18
2017	81	116	19/02/16 12:19	05/03/16 11:27
2018	224	18	19/02/16 13:35	27/02/16 14:49
2019	50	61	19/02/16 14:02	26/02/16 18:23
2020	215	72	19/02/16 15:35	01/03/16 15:54
2021	217	107	19/02/16 17:18	08/03/16 08:13
2022	152	143	20/02/16 08:03	05/03/16 15:16
2023	171	137	20/02/16 08:16	01/03/16 09:47
2024	238	136	20/02/16 08:35	27/02/16 16:33
2025	444	104	20/02/16 08:46	26/02/16 19:27
2026	474	53	20/02/16 10:05	29/02/16 18:16
2027	401	65	20/02/16 11:05	03/03/16 15:15
2028	248	13	20/02/16 11:21	27/02/16 10:46
2029	363	41	20/02/16 12:12	07/03/16 16:08
2030	322	167	20/02/16 12:39	07/03/16 19:43
2031	156	137	20/02/16 15:26	01/03/16 19:25
2032	94	150	20/02/16 15:46	25/02/16 16:39
2033	133	107	20/02/16 18:10	08/03/16 15:58
2034	377	111	20/02/16 19:12	27/02/16 17:42
2035	196	141	20/02/16 19:19	07/03/16 08:30
2036	61	50	20/02/16 19:57	04/03/16 16:09
2037	303	128	21/02/16 08:13	25/02/16 00:01
2038	134	66	21/02/16 11:21	05/03/16 08:17
2039	318	114	22/02/16 09:02	09/03/16 17:41
2040	32	109	22/02/16 11:01	28/02/16 07:22
2041	351	57	22/02/16 11:40	12/03/16 10:28
2042	244	73	22/02/16 11:51	27/02/16 08:56
2043	283	61	22/02/16 13:22	02/03/16 08:24
2044	8	144	22/02/16 13:26	08/03/16 14:02
2045	117	156	22/02/16 13:31	25/02/16 13:44
2046	59	19	22/02/16 14:24	05/03/16 18:41
2047	266	92	22/02/16 15:07	10/03/16 11:10
2049	220	97	22/02/16 18:34	09/03/16 12:09
2050	218	132	22/02/16 18:35	22/02/16 22:48
2051	99	53	23/02/16 02:34	11/03/16 10:08
2052	251	93	23/02/16 08:38	03/03/16 19:06
2053	498	38	23/02/16 09:00	27/02/16 11:14
2054	325	69	23/02/16 10:26	08/03/16 10:10
2055	223	140	23/02/16 11:37	24/02/16 12:22
2056	116	106	23/02/16 11:52	11/03/16 11:03
2057	403	124	23/02/16 13:23	11/03/16 10:23
2058	65	1	23/02/16 13:31	29/02/16 08:20
2059	498	117	23/02/16 15:59	26/02/16 05:35
2060	93	65	23/02/16 16:11	25/02/16 19:42
2061	473	83	23/02/16 16:17	07/03/16 19:14
2062	224	79	23/02/16 16:24	04/03/16 11:38
2063	104	59	23/02/16 16:52	24/02/16 19:06
2064	184	125	23/02/16 17:36	07/03/16 09:08
2065	330	52	23/02/16 18:17	03/03/16 16:01
2066	91	122	23/02/16 18:33	11/03/16 14:51
2067	417	56	23/02/16 18:41	04/03/16 13:52
2068	389	129	23/02/16 18:47	11/03/16 08:02
2069	395	63	23/02/16 18:49	07/03/16 15:19
2070	191	100	23/02/16 19:47	25/02/16 08:58
2071	228	86	23/02/16 19:52	27/02/16 15:11
2072	114	72	24/02/16 00:32	07/03/16 04:58
2073	435	145	24/02/16 08:08	09/03/16 09:00
2074	279	11	24/02/16 08:14	05/03/16 08:02
2075	102	146	24/02/16 08:42	14/03/16 16:11
2076	119	45	24/02/16 09:23	14/03/16 08:07
2077	148	138	24/02/16 11:08	26/02/16 19:22
2078	58	94	24/02/16 11:57	25/02/16 18:38
2079	63	48	24/02/16 12:03	24/02/16 14:46
2080	475	48	24/02/16 15:16	01/03/16 16:35
2081	340	115	24/02/16 15:19	08/03/16 12:34
2082	120	5	24/02/16 15:23	24/02/16 18:41
2083	284	60	24/02/16 16:37	07/03/16 08:51
2084	495	12	24/02/16 16:40	04/03/16 18:50
2085	87	127	24/02/16 18:23	03/03/16 11:50
2086	440	110	24/02/16 18:42	14/03/16 17:15
2087	12	74	24/02/16 19:02	29/02/16 13:21
2088	338	138	24/02/16 19:05	11/03/16 13:51
2089	429	3	24/02/16 19:31	07/03/16 08:51
2090	309	119	25/02/16 05:49	25/02/16 10:35
2091	199	161	25/02/16 08:00	01/03/16 14:29
2092	77	37	25/02/16 08:19	26/02/16 13:07
2093	388	99	25/02/16 08:22	03/03/16 17:08
2094	42	150	25/02/16 09:01	12/03/16 17:36
2095	312	35	25/02/16 09:04	08/03/16 09:26
2096	80	113	25/02/16 09:32	03/03/16 18:38
2097	326	16	25/02/16 09:45	12/03/16 02:58
2098	97	32	25/02/16 10:03	02/03/16 11:16
2099	41	161	25/02/16 11:02	04/03/16 11:12
2100	419	93	25/02/16 12:09	15/03/16 13:42
2101	219	64	25/02/16 12:58	01/03/16 09:14
2102	318	6	25/02/16 13:02	14/03/16 14:50
2103	142	8	25/02/16 14:46	03/03/16 17:28
2104	153	98	25/02/16 16:34	08/03/16 14:15
2105	273	12	25/02/16 16:37	10/03/16 14:26
2106	151	97	25/02/16 18:40	10/03/16 10:47
2107	477	82	25/02/16 18:43	05/03/16 16:38
2108	491	109	25/02/16 23:33	29/02/16 03:01
2109	261	154	26/02/16 09:11	08/03/16 18:37
2110	480	58	26/02/16 09:45	09/03/16 10:56
2111	103	140	26/02/16 11:57	26/02/16 15:23
2112	173	110	26/02/16 12:17	08/03/16 15:35
2113	246	144	26/02/16 12:40	26/02/16 14:17
2114	485	139	26/02/16 13:01	09/03/16 16:48
2115	228	24	26/02/16 13:03	07/03/16 11:57
2116	386	114	26/02/16 13:17	05/03/16 12:33
2117	404	132	26/02/16 13:27	04/03/16 14:22
2118	491	50	26/02/16 13:29	29/02/16 08:47
2119	402	42	26/02/16 14:18	01/03/16 11:06
2120	411	54	26/02/16 14:26	15/03/16 16:44
2121	335	107	26/02/16 14:34	08/03/16 16:44
2122	231	28	26/02/16 14:58	05/03/16 11:28
2123	333	149	26/02/16 15:41	04/03/16 16:02
2124	40	152	26/02/16 16:31	16/03/16 19:25
2125	80	145	26/02/16 16:36	03/03/16 15:43
2126	313	56	26/02/16 17:27	11/03/16 19:26
2127	50	3	26/02/16 17:54	16/03/16 11:53
2128	223	92	26/02/16 18:00	10/03/16 09:31
2129	360	104	26/02/16 18:16	02/03/16 15:49
2130	403	97	26/02/16 18:17	15/03/16 15:24
2132	425	94	26/02/16 18:56	08/03/16 09:11
2133	250	10	27/02/16 08:21	08/03/16 08:32
2134	368	105	27/02/16 08:30	05/03/16 08:28
2135	97	59	27/02/16 09:13	12/03/16 09:08
2136	228	167	27/02/16 09:14	14/03/16 14:37
